X,Y,Z,Normal_X,Normal_Y,Normal_Z,Feed_Rate,Is_Rapid
-69.543164,8.028285,-2.427340,0.047822,0.393650,-0.918016,50.00,False
-69.547129,8.610978,9.688767,0.047028,0.159889,0.986014,50.00,False
-69.581681,8.054180,12.345910,0.040118,0.043411,0.998251,50.00,False
-69.940041,8.068261,4.958448,-0.031554,0.046227,-0.998432,50.00,False
-68.415034,12.459466,11.218179,0.273447,0.924468,-0.265678,50.00,False
-73.143573,11.492884,14.756107,-0.672260,0.736270,-0.077284,50.00,False
-71.627737,12.216557,13.957924,-0.369093,0.540431,-0.756112,50.00,False
-70.837183,11.706386,15.966103,-0.210982,0.438397,-0.873668,50.00,False
-71.253514,8.753246,18.493802,-0.294249,0.355081,-0.887319,50.00,False
-70.998035,9.493979,21.691885,-0.243153,0.593928,-0.766894,50.00,False
-74.490669,5.836124,27.567917,-0.941680,0.317719,-0.110879,50.00,False
-68.982669,8.984739,35.224535,0.159921,0.402701,0.901253,50.00,False
-68.985138,11.633313,37.888648,0.159427,0.370905,0.914884,50.00,False
-69.353994,13.951675,40.149322,0.085655,0.523309,0.847827,50.00,False
-68.981730,10.704192,43.354107,0.160108,0.185081,0.969593,50.00,False
-68.981730,10.704192,45.950065,0.160108,0.185081,0.969593,50.00,False
-68.600300,13.303127,43.953530,0.236394,0.970313,0.051095,50.00,False
-71.228922,9.975651,41.747198,-0.289330,0.298909,-0.909363,50.00,False
-71.206022,10.566341,44.574334,-0.284750,0.417047,-0.863128,50.00,False
-70.324262,11.732187,47.726046,-0.108398,0.650216,-0.751977,50.00,False
-69.959234,12.674443,51.364421,-0.035392,0.838667,-0.543493,50.00,False
-70.036906,12.978638,55.866335,-0.050927,0.985426,-0.162302,50.00,False
-69.474702,13.290740,60.434105,0.061514,0.970754,0.232061,50.00,False
-69.264291,12.914516,64.358547,0.103596,0.861107,0.497757,50.00,False
-69.362426,12.736632,67.949081,0.083969,0.712458,0.696673,50.00,False
-69.479377,11.153669,71.355020,0.060579,0.508938,0.858669,50.00,False
-64.962309,10.548135,71.519324,0.163993,0.422234,0.891530,200.00,True
-64.962309,10.548135,71.519324,0.163993,0.422234,0.891530,50.00,False
-64.926911,12.221137,67.619829,0.171072,0.756834,0.630822,50.00,False
-64.858319,12.743697,64.235853,0.184791,0.861346,0.473219,50.00,False
-65.379765,13.961917,61.161153,0.080501,0.922516,0.377470,50.00,False
-66.319831,14.190705,56.858738,-0.107512,0.993545,0.036179,50.00,False
-66.387619,14.147572,53.463884,-0.121069,0.984919,-0.123601,50.00,False
-66.564601,13.666179,49.407564,-0.156466,0.895954,-0.415673,50.00,False
-67.020438,13.126786,45.773652,-0.247633,0.741768,-0.623264,50.00,False
-67.370898,11.675794,42.259263,-0.317725,0.497877,-0.806950,50.00,False
-69.593316,10.060315,44.664242,-0.762209,0.617817,0.193237,50.00,False
-70.190196,9.659856,43.362513,-0.881585,0.135755,0.452083,50.00,False
-65.182525,10.968601,43.325339,0.119949,0.237962,0.963839,50.00,False
-65.127144,11.056555,40.699561,0.131025,0.255553,0.957875,50.00,False
-65.075687,10.888305,38.007989,0.141317,0.314283,0.938752,50.00,False
-64.935888,8.857196,35.270937,0.169277,0.377193,0.910533,50.00,False
-64.540729,6.941938,32.734782,0.248308,0.295547,0.922494,50.00,False
-63.957646,6.136413,29.569335,0.364925,0.461522,0.808596,50.00,False
-67.420921,11.897872,19.725664,-0.327730,0.694104,-0.640947,50.00,False
-66.641873,12.275912,16.301455,-0.171920,0.565548,-0.806597,50.00,False
-67.266551,13.303649,14.922065,-0.296856,0.771095,-0.563284,50.00,False
-65.276544,12.164087,12.848225,0.101145,0.882733,-0.458860,50.00,False
-62.881747,9.861863,9.027604,0.580105,0.410066,-0.703793,50.00,False
-65.642002,8.113026,4.961680,0.028054,0.060298,-0.997786,50.00,False
-65.642002,8.113026,2.365723,0.028054,0.060298,-0.997786,50.00,False
-65.591855,8.178676,9.741561,0.038083,0.073428,0.996573,50.00,False
-65.367575,7.881523,-2.428055,0.082939,0.387435,-0.918159,50.00,False
-70.688959,4.646426,0.472854,-0.981338,0.064327,0.181215,50.00,False
-66.078374,8.736498,-7.922310,-0.059220,0.196933,-0.978627,50.00,False
-66.498824,9.021679,-10.568056,-0.143310,0.046510,-0.988584,50.00,False
-65.964501,11.103080,-13.153383,-0.036446,0.159911,-0.986458,50.00,False
-65.125827,8.842404,-5.860615,0.131289,0.010655,0.991287,50.00,False
-63.630621,12.223430,-11.457587,0.430330,0.813554,0.391084,50.00,False
-64.022073,12.498753,-16.561952,0.352040,0.929428,-0.110598,50.00,False
-66.952662,9.391285,-13.747561,-0.234078,0.038071,0.971472,50.00,False
-66.802934,9.945307,-16.363095,-0.204133,0.148875,0.967557,50.00,False
-66.665598,8.751279,-18.958414,-0.176665,0.179933,0.967685,50.00,False
-64.827091,8.039094,-30.550889,0.191036,0.521455,-0.831619,50.00,False
-65.590106,9.703048,-30.622859,0.038433,0.944304,-0.326821,50.00,False
-65.800326,8.550180,-28.614203,-0.003611,0.804382,0.594101,50.00,False
-65.812984,9.681651,-38.907849,-0.006143,0.325748,-0.945437,50.00,False
-65.209097,10.365468,-41.551803,0.114635,0.273432,-0.955036,50.00,False
-65.035241,14.254299,-43.458475,0.149406,0.556684,-0.817179,50.00,False
-65.299032,12.220977,-46.888278,0.096648,0.150019,-0.983948,50.00,False
-65.264715,12.072024,-49.532845,0.103511,0.043658,-0.993670,50.00,False
-65.264715,12.340538,-52.128802,0.103511,0.043658,-0.993670,50.00,False
-65.311646,13.126483,-54.722450,0.094125,0.068402,-0.993208,50.00,False
-65.311646,13.126483,-57.318407,0.094125,0.068402,-0.993208,50.00,False
-65.293172,13.123168,-59.912807,0.097820,0.067739,-0.992896,50.00,False
-65.293172,13.298580,-62.508764,0.097820,0.067739,-0.992896,50.00,False
-65.293172,13.298580,-65.104722,0.097820,0.067739,-0.992896,50.00,False
-65.289846,12.771832,-67.699772,0.098485,0.069414,-0.992715,50.00,False
-66.047914,13.745303,-66.986637,-0.053128,0.942170,-0.330896,50.00,False
-69.956737,4.103453,-65.366733,-0.834893,0.201312,0.512276,50.00,False
-70.034365,4.185783,-68.051116,-0.850419,0.179354,0.494591,50.00,False
-70.142231,4.821884,-71.211872,-0.871992,0.306574,0.381631,50.00,False
-70.373641,4.693087,-74.320310,-0.918274,0.280814,0.279135,50.00,False
-70.488768,4.494193,-77.130232,-0.941299,0.241036,0.236342,50.00,False
-70.542872,4.725154,-80.384273,-0.952120,0.287228,0.104726,50.00,False
-70.616434,4.553070,-83.322101,-0.966833,0.252811,0.036352,50.00,False
-70.487368,4.598329,-87.171153,-0.941019,0.261863,-0.214267,50.00,False
-66.337126,4.966303,-87.299817,-0.910971,0.335458,-0.240000,200.00,True
-66.337126,4.966303,-87.299817,-0.910971,0.335458,-0.240000,50.00,False
-66.364472,5.257413,-83.862816,-0.916440,0.393680,-0.071792,50.00,False
-66.410740,5.089057,-80.327276,-0.925694,0.360008,0.116125,50.00,False
-66.237319,5.164159,-77.032729,-0.891009,0.375029,0.255843,50.00,False
-65.987744,5.645472,-74.388917,-0.841095,0.471291,0.265414,50.00,False
-66.142231,4.821884,-71.211872,-0.871992,0.306574,0.381631,50.00,False
-65.929251,4.314744,-67.925910,-0.829396,0.205146,0.519632,50.00,False
-65.822672,4.357091,-65.183232,-0.808080,0.213615,0.548976,50.00,False
-65.426953,5.561415,-62.068889,-0.728936,0.206629,0.652653,50.00,False
-60.528418,13.735570,-63.323850,0.250771,0.960885,-0.117530,50.00,False
-61.299516,12.261632,-65.114929,0.096551,0.027877,-0.994938,50.00,False
-61.290121,12.903074,-62.518590,0.098430,0.023720,-0.994861,50.00,False
-61.299516,12.923856,-59.923014,0.096551,0.027877,-0.994938,50.00,False
-61.317079,12.498344,-57.328962,0.093039,0.026161,-0.995319,50.00,False
-61.279364,12.488089,-54.717585,0.100581,0.073168,-0.992235,50.00,False
-61.160146,12.711149,-52.086523,0.124425,0.117780,-0.985214,50.00,False
-61.191540,13.147504,-49.422468,0.118146,0.205051,-0.971594,50.00,False
-61.191540,12.878990,-46.826510,0.118146,0.205051,-0.971594,50.00,False
-61.191540,11.315781,-44.230553,0.118146,0.205051,-0.971594,50.00,False
-61.105324,10.443971,-41.514956,0.135390,0.289133,-0.947666,50.00,False
-61.995940,7.467515,-29.251185,-0.042734,0.161809,0.985896,50.00,False
-57.892136,6.977148,-28.459763,0.778027,0.063736,0.624989,50.00,False
-61.381135,7.996862,-28.016408,0.080227,0.977622,0.194469,50.00,False
-61.923506,8.393975,-30.418423,-0.028247,0.592431,-0.805126,50.00,False
-62.849424,8.813579,-19.007702,-0.213430,0.192393,0.957827,50.00,False
-63.484987,8.018137,-16.502685,-0.340543,0.033305,0.939639,50.00,False
-59.778618,8.153336,-23.175954,0.400731,0.060344,-0.914206,50.00,False
-57.745120,9.067789,-18.696403,0.807430,0.243235,-0.537488,50.00,False
-60.198761,12.057531,-12.503522,0.316702,0.930921,0.181897,50.00,False
-60.354683,7.511859,-6.026420,0.285518,0.021786,0.958126,50.00,False
-60.680178,7.625938,-3.349166,0.220419,0.044602,0.974385,50.00,False
-60.674133,7.256873,-0.756520,0.221628,0.052393,0.973723,50.00,False
-62.263126,8.116337,-7.878010,-0.096171,0.224286,-0.969767,50.00,False
-59.429666,8.152311,2.286233,0.470521,0.694833,0.543891,50.00,False
-61.012668,8.469345,-2.083684,0.153921,0.504999,-0.849284,50.00,False
-61.260387,7.608709,-0.202690,0.104377,0.067019,-0.992277,50.00,False
-61.311807,7.902196,2.401353,0.094093,0.098687,-0.990660,50.00,False
-60.609435,7.731950,5.100868,0.234567,0.064637,-0.969949,50.00,False
-60.497639,10.595785,8.914405,0.256927,0.637404,-0.726433,50.00,False
-62.806600,11.463067,11.119368,-0.204866,0.557313,-0.804632,50.00,False
-63.696250,9.176291,13.146436,-0.382796,0.099958,-0.918409,50.00,False
-62.609273,10.592086,15.790587,-0.165400,0.383117,-0.908771,50.00,False
-62.190568,6.834440,18.012034,-0.081659,0.160374,-0.983673,50.00,False
-62.954423,7.109956,27.991024,-0.234430,0.837890,0.492934,50.00,False
-61.629142,5.087218,23.247304,0.030626,0.220076,-0.975002,50.00,False
-61.771138,9.047951,35.449616,0.002227,0.323373,0.946269,50.00,False
-61.892324,10.581729,38.150349,-0.022011,0.252968,0.967224,50.00,False
-61.428936,10.524975,40.771905,0.070667,0.222606,0.972344,50.00,False
-61.422281,10.334265,43.388289,0.071998,0.203475,0.976429,50.00,False
-63.678578,12.030003,41.606085,-0.379261,0.919783,0.100797,50.00,False
-63.092729,14.054735,43.779244,-0.262092,0.964906,0.016237,50.00,False
-63.959725,13.135608,43.146966,-0.435491,0.643577,-0.629410,50.00,False
-63.980497,13.412812,46.715608,-0.439645,0.785874,-0.434873,50.00,False
-63.413630,13.877270,49.919690,-0.326272,0.891865,-0.313248,50.00,False
-62.556421,14.125282,54.172489,-0.154830,0.987775,0.018120,50.00,False
-61.956983,14.281520,57.561946,-0.034942,0.983623,0.176820,50.00,False
-61.993377,13.817009,61.015718,-0.042221,0.936401,0.348383,50.00,False
-61.711422,13.516893,64.276840,0.014170,0.876378,0.481416,50.00,False
-61.304520,12.471441,67.820012,0.095550,0.735404,0.670859,50.00,False
-60.666850,10.974372,71.280149,0.223084,0.488275,0.843695,50.00,False
-57.287324,11.906095,70.944010,0.098990,0.622334,0.776467,200.00,True
-57.287324,11.906095,70.944010,0.098990,0.622334,0.776467,50.00,False
-57.355034,12.417199,67.885215,0.085448,0.724555,0.683899,50.00,False
-57.355207,13.506390,64.196934,0.085413,0.880951,0.465435,50.00,False
-57.458264,13.717855,61.606531,0.064802,0.882120,0.466546,50.00,False
-58.062857,13.840111,58.248865,-0.056117,0.947695,0.314204,50.00,False
-62.527420,4.289653,55.547969,-0.949030,0.115616,0.293216,50.00,False
-59.334844,10.272609,48.915742,-0.310515,0.799591,-0.514038,50.00,False
-59.472415,12.356208,46.534359,-0.338029,0.814727,-0.471123,50.00,False
-60.003946,13.191524,43.236828,-0.444335,0.654760,-0.611437,50.00,False
-59.688264,11.640868,39.753962,-0.381198,0.482133,-0.788819,50.00,False
-60.531761,12.296606,42.254424,-0.549898,0.802807,0.230465,50.00,False
-58.510808,14.129761,39.993236,-0.145707,0.943563,0.297419,50.00,False
-57.595699,12.115498,40.479872,0.037314,0.404137,0.913937,50.00,False
-57.804460,12.584643,37.650155,-0.004438,0.497965,0.867185,50.00,False
-57.284279,7.985015,35.662476,0.099599,0.110785,0.988841,50.00,False
-58.335748,4.892317,23.218450,-0.110695,0.160722,-0.980773,50.00,False
-53.014728,4.195428,25.609807,0.953509,0.300903,0.016690,50.00,False
-59.122086,6.898471,18.191715,-0.267963,0.173180,-0.947737,50.00,False
-58.336869,9.986927,15.610087,-0.110919,0.308085,-0.944871,50.00,False
-59.297780,9.341420,13.004227,-0.303102,0.107714,-0.946851,50.00,False
-55.382330,8.969591,19.241806,0.479988,0.312166,0.819856,50.00,False
-56.403051,8.758760,17.159079,0.275844,0.269999,0.922502,50.00,False
-56.866399,8.645958,5.193455,0.183175,0.247439,-0.951431,50.00,False
-56.935277,7.984026,2.460608,0.169399,0.115052,-0.978809,50.00,False
-56.907600,8.264441,-0.089269,0.174934,0.171136,-0.969593,50.00,False
-57.855398,8.256516,-1.243047,-0.014625,0.731991,-0.681157,50.00,False
-57.957587,5.299702,-0.371482,-0.035063,0.999309,0.012347,50.00,False
-56.253166,7.817784,0.968642,0.305821,0.516886,0.799564,50.00,False
-59.495382,7.953437,-10.290131,-0.342622,0.110102,-0.932999,50.00,False
-59.692271,7.715398,-12.831326,-0.382000,0.062494,-0.922047,50.00,False
-60.136234,7.716324,-15.227824,-0.470793,0.012527,-0.882155,50.00,False
-54.706671,8.242809,-9.515107,0.615120,0.117824,0.779580,50.00,False
-61.688662,7.762875,-12.889958,-0.781278,0.021837,0.623801,50.00,False
-55.020136,7.923667,-22.763974,0.552427,0.053996,-0.831811,50.00,False
-55.123977,6.216276,-25.362381,0.531659,0.156891,-0.832300,50.00,False
-54.700534,7.699697,-27.015473,0.616348,0.453576,-0.643727,50.00,False
-58.243500,8.558126,-29.150541,-0.092246,0.829026,-0.551549,50.00,False
-58.540046,6.274404,-27.945277,-0.151555,0.966166,0.208695,50.00,False
-58.657781,7.884694,-27.261979,-0.175102,0.471062,0.864546,50.00,False
-57.577016,8.221087,-29.435554,0.041051,0.312524,0.949023,50.00,False
-57.110093,10.379005,-41.534969,0.134436,0.276140,-0.951669,50.00,False
-57.074119,11.707065,-44.115148,0.141631,0.283308,-0.948513,50.00,False
-56.940694,13.760217,-46.696350,0.168315,0.278536,-0.945562,50.00,False
-57.050463,13.515208,-49.375662,0.146362,0.229534,-0.962233,50.00,False
-57.048737,13.861115,-51.980797,0.146707,0.221470,-0.964069,50.00,False
-57.396437,13.453318,-54.692174,0.077167,0.139911,-0.987153,50.00,False
-57.119714,13.672504,-57.222372,0.132511,0.183748,-0.974001,50.00,False
-57.280030,13.380645,-59.883382,0.100448,0.125376,-0.987011,50.00,False
-57.280030,13.380645,-62.479339,0.100448,0.125376,-0.987011,50.00,False
-57.600766,10.431452,-65.134958,0.036301,0.028185,-0.998943,50.00,False
-60.794487,7.033688,-59.072783,-0.602443,0.316604,0.732683,50.00,False
-61.426953,4.322161,-62.068889,-0.728936,0.206629,0.652653,50.00,False
-61.426953,4.322161,-64.664847,-0.728936,0.206629,0.652653,50.00,False
-61.750336,4.689321,-67.823403,-0.793613,0.280061,0.540134,50.00,False
-62.055089,4.984274,-71.153018,-0.854563,0.339052,0.393402,50.00,False
-61.987744,5.645472,-74.388917,-0.841095,0.471291,0.265414,50.00,False
-61.987744,5.645472,-76.984875,-0.841095,0.471291,0.265414,50.00,False
-61.831602,6.196763,-80.523298,-0.809866,0.581550,0.076921,50.00,False
-61.986033,5.942840,-84.038274,-0.840752,0.530765,-0.106883,50.00,False
-62.033052,5.642609,-87.279418,-0.850156,0.470719,-0.235920,50.00,False
-58.033052,5.642609,-87.279418,-0.850156,0.470719,-0.235920,200.00,True
-58.033052,5.642609,-87.279418,-0.850156,0.470719,-0.235920,50.00,False
-57.825583,6.140243,-84.226448,-0.808662,0.570246,-0.144518,50.00,False
-57.826620,6.150185,-80.231915,-0.808870,0.572234,0.135197,50.00,False
-57.987744,5.645472,-76.984875,-0.841095,0.471291,0.265414,50.00,False
-57.694629,6.088633,-74.353784,-0.782471,0.559924,0.272440,50.00,False
-57.664238,5.725594,-70.961401,-0.776393,0.459159,0.431726,50.00,False
-57.543068,4.722887,-67.493503,-0.752159,0.258617,0.606114,50.00,False
-57.202872,4.725954,-64.519377,-0.684120,0.259230,0.681747,50.00,False
-56.794487,5.012821,-61.668741,-0.602443,0.316604,0.732683,50.00,False
-56.648926,5.016328,-58.959265,-0.573331,0.317305,0.755387,50.00,False
-51.363480,11.283935,-60.245817,0.483758,0.874947,-0.021115,50.00,False
-53.778839,9.128814,-62.542579,0.000687,0.026102,-0.999659,50.00,False
-53.715545,13.313283,-59.916473,0.013345,0.111903,-0.993629,50.00,False
-53.715545,13.313283,-57.320516,0.013345,0.111903,-0.993629,50.00,False
-53.760960,11.819180,-54.736115,0.004262,0.089909,-0.995941,50.00,False
-53.821358,11.947665,-52.126775,-0.007817,0.115606,-0.993264,50.00,False
-53.869635,10.802111,-49.537488,-0.017473,0.102317,-0.994598,50.00,False
-53.793303,9.341389,-46.956742,-0.002206,0.068617,-0.997641,50.00,False
-53.837485,9.525676,-44.344385,-0.011043,0.105474,-0.994361,50.00,False
-53.778821,9.669667,-41.670083,0.000690,0.205334,-0.978692,50.00,False
-53.932037,9.350886,-29.819962,-0.029953,0.488337,0.872141,50.00,False
-54.626959,8.578087,-27.687958,-0.168938,0.603385,0.779350,50.00,False
-53.129230,6.964086,-27.034707,0.130608,0.911159,0.390809,50.00,False
-52.867046,7.190478,-24.750932,0.183045,0.926642,0.328372,50.00,False
-52.213396,8.663968,-26.419316,0.313775,0.791486,-0.524496,50.00,False
-50.685067,6.337161,-25.089767,0.619441,0.106559,-0.777778,50.00,False
-57.450627,7.697236,-15.207677,-0.733671,0.008709,0.679449,50.00,False
-49.883072,7.692105,-19.138623,0.779840,0.007683,-0.625932,50.00,False
-58.772809,7.945959,-13.317530,-0.998107,0.058454,0.019095,50.00,False
-56.157481,7.410648,-15.216858,-0.475042,0.001544,-0.879962,50.00,False
-56.075725,7.642548,-12.657606,-0.458691,0.047924,-0.887303,50.00,False
-55.695890,6.209269,-10.226669,-0.382724,0.080981,-0.920307,50.00,False
-51.379225,7.766781,-0.060635,0.480609,0.645388,0.593708,50.00,False
-53.277225,4.280205,-0.899198,0.101009,0.990511,-0.093196,50.00,False
-52.973970,7.425921,0.858149,0.161660,0.951729,-0.260918,50.00,False
-53.583966,9.083808,0.202942,0.039661,0.410160,-0.911151,50.00,False
-52.708351,7.817950,2.474891,0.214784,0.037210,-0.975952,50.00,False
-53.222670,8.652421,5.028355,0.111920,0.135387,-0.984451,50.00,False
-54.944997,8.795114,7.753211,-0.232545,0.163926,-0.958671,50.00,False
-55.260694,8.653667,10.414489,-0.295685,0.135637,-0.945607,50.00,False
-55.890452,8.103905,13.221751,-0.421636,0.078667,-0.903346,50.00,False
-56.229012,9.058250,16.017123,-0.489348,0.122349,-0.863463,50.00,False
-52.306847,7.350894,27.559091,0.295085,0.236502,0.925739,50.00,False
-48.962326,4.811299,24.410118,0.963989,0.144519,-0.223248,50.00,False
-52.475781,7.752123,32.903642,0.261298,0.131450,0.956266,50.00,False
-52.521506,8.215189,35.492750,0.252153,0.156820,0.954896,50.00,False
-53.641934,7.656635,38.307166,0.028067,0.045109,0.998588,50.00,False
-53.823707,7.520579,40.909213,-0.008287,0.017898,0.999805,50.00,False
-54.099366,12.004607,39.397191,-0.063419,0.981947,0.178210,50.00,False
-53.343163,12.634873,40.921695,0.087822,0.995483,-0.036081,50.00,False
-55.640473,11.494681,39.645993,-0.371640,0.452896,-0.810413,50.00,False
-55.333351,12.465138,42.811294,-0.310216,0.646987,-0.696544,50.00,False
-55.443662,12.426238,46.638346,-0.332278,0.828733,-0.450325,50.00,False
-54.888504,10.869310,49.004435,-0.221246,0.839486,-0.496299,50.00,False
-53.438376,10.557275,56.047240,0.068779,0.916932,0.393070,50.00,False
-53.556982,12.940587,59.273718,0.045058,0.853480,0.519175,50.00,False
-52.967580,12.863270,62.425904,0.162938,0.758961,0.630420,50.00,False
-52.909578,12.362247,65.599808,0.174539,0.642655,0.746010,50.00,False
-52.909578,12.362247,68.195766,0.174539,0.642655,0.746010,50.00,False
-52.686986,12.519967,70.588250,0.219057,0.674199,0.705315,50.00,False
-48.577198,10.779360,71.632192,0.241015,0.326078,0.914103,200.00,True
-48.577198,10.779360,71.632192,0.241015,0.326078,0.914103,50.00,False
-48.560088,11.358974,68.781056,0.244437,0.442001,0.863068,50.00,False
-48.413887,11.128545,66.252545,0.273677,0.395915,0.876557,50.00,False
-48.599086,12.083487,63.145324,0.236637,0.586903,0.774304,50.00,False
-49.907114,13.034975,59.821630,-0.024969,0.777201,0.628757,50.00,False
-47.927006,8.107596,57.714043,0.371053,0.578461,0.726431,50.00,False
-54.644449,4.480447,52.628595,-0.972435,0.046282,0.228533,50.00,False
-51.873796,11.029827,46.614839,-0.418305,0.786112,-0.455027,50.00,False
-52.129461,10.842007,43.236342,-0.469438,0.636909,-0.611535,50.00,False
-52.070605,11.810864,39.955374,-0.457667,0.479827,-0.748537,50.00,False
-53.037024,9.171370,37.621488,-0.650951,0.302782,-0.696122,50.00,False
-53.209362,11.535529,38.159396,-0.685418,0.724840,-0.069349,50.00,False
-53.621975,9.631540,38.611584,-0.767941,0.344042,0.540280,50.00,False
-51.007694,8.175141,38.154553,-0.245084,0.052762,0.968065,50.00,False
-51.646104,8.335485,35.338467,-0.372767,0.084831,0.924039,50.00,False
-48.957368,6.678970,23.494384,0.164981,0.340694,-0.925586,50.00,False
-45.955326,7.097264,24.384837,0.765389,0.601712,-0.228304,50.00,False
-48.438998,8.022427,27.375412,0.268655,0.370808,0.889003,50.00,False
-52.438091,8.851636,16.217343,-0.531164,0.199613,-0.823419,50.00,False
-51.688334,8.624310,13.161808,-0.381213,0.129765,-0.915335,50.00,False
-49.921881,9.179016,10.168853,-0.027922,0.098608,-0.994735,50.00,False
-49.921881,9.179016,7.572895,-0.027922,0.098608,-0.994735,50.00,False
-48.935072,8.371766,5.038868,0.169440,0.079256,-0.982348,50.00,False
-48.967394,8.462291,2.445580,0.162976,0.097361,-0.981815,50.00,False
-47.566931,7.746119,0.883603,0.443068,0.450596,-0.775018,50.00,False
-48.393891,6.367687,0.801131,0.277676,0.921269,-0.272321,50.00,False
-48.073515,3.771405,-1.298165,0.341751,0.923732,-0.172989,50.00,False
-48.075735,6.784015,-3.393783,0.341307,0.937119,-0.072921,50.00,False
-44.870429,6.147806,-4.788061,0.982369,0.083213,0.167415,50.00,False
-52.271398,6.101149,-12.547310,-0.497825,0.059357,-0.865244,50.00,False
-52.271398,6.101149,-15.143268,-0.497825,0.059357,-0.865244,50.00,False
-47.292147,7.776491,-9.078932,0.498025,0.024560,0.866815,50.00,False
-46.564289,6.048317,-19.828005,0.643596,0.048791,-0.763808,50.00,False
-46.748112,5.831417,-22.578980,0.606832,0.005411,-0.794812,50.00,False
-45.944408,8.768921,-22.418336,0.767573,0.592912,-0.243491,50.00,False
-48.298243,5.402227,-23.035311,0.296806,0.942714,0.152305,50.00,False
-48.124079,6.681672,-24.926250,0.331638,0.896653,0.293309,50.00,False
-48.644419,6.707275,-26.703133,0.227570,0.859796,0.457124,50.00,False
-49.547914,9.021818,-27.508514,0.046872,0.577225,0.815239,50.00,False
-50.859935,9.061151,-29.798001,-0.215533,0.430390,0.876533,50.00,False
-50.051345,9.170300,-41.739613,-0.053815,0.108874,-0.992598,50.00,False
-50.088683,12.166201,-44.214197,-0.061282,0.242064,-0.968323,50.00,False
-50.088683,12.579951,-46.810155,-0.061282,0.242064,-0.968323,50.00,False
-50.015534,12.286493,-49.474176,-0.046652,0.183372,-0.981936,50.00,False
-49.818789,12.110138,-52.105180,-0.007303,0.148101,-0.988945,50.00,False
-49.777917,11.934149,-54.724439,0.000871,0.112903,-0.993606,50.00,False
-49.777917,11.934149,-57.320397,0.000871,0.112903,-0.993606,50.00,False
-49.710111,11.805636,-59.928757,0.014432,0.087201,-0.996086,50.00,False
-49.874046,8.873899,-62.537288,-0.018355,0.049594,-0.998601,50.00,False
-52.059671,7.225045,-56.061366,-0.455480,0.356439,0.815775,50.00,False
-52.273373,5.215014,-58.738230,-0.498220,0.335300,0.799594,50.00,False
-52.312026,5.347864,-61.417237,-0.505951,0.361870,0.782984,50.00,False
-52.715481,5.248146,-64.257496,-0.586642,0.341927,0.734124,50.00,False
-52.717928,5.763168,-67.216909,-0.587131,0.466673,0.661432,50.00,False
-53.097047,6.210567,-70.614113,-0.662955,0.556153,0.501183,50.00,False
-53.250808,6.681977,-74.169180,-0.693707,0.650435,0.309361,50.00,False
-53.317820,6.772980,-77.161700,-0.707110,0.668636,0.230049,50.00,False
-53.555042,6.539686,-80.461429,-0.754554,0.650134,0.089294,50.00,False
-53.655738,6.400394,-84.065624,-0.774693,0.622276,-0.112353,50.00,False
-53.083311,6.480741,-88.078710,-0.660208,0.638345,-0.395779,50.00,False
-47.739654,7.034340,-88.772118,-0.391476,0.749065,-0.534460,200.00,True
-47.739654,7.034340,-88.772118,-0.391476,0.749065,-0.534460,50.00,False
-48.380580,7.600636,-84.427405,-0.519662,0.834167,-0.184709,50.00,False
-48.662744,7.503474,-80.579161,-0.576095,0.814734,0.065748,50.00,False
-48.519406,7.462128,-77.194607,-0.547427,0.806465,0.223467,50.00,False
-48.563927,7.122836,-73.614791,-0.556331,0.716865,0.420239,50.00,False
-48.505222,6.177223,-69.860772,-0.544590,0.527742,0.651851,50.00,False
-48.222070,5.557142,-66.654637,-0.487960,0.403726,0.773887,50.00,False
-48.222070,5.557142,-64.058679,-0.487960,0.403726,0.773887,50.00,False
-48.059671,5.320709,-61.253280,-0.455480,0.356439,0.815775,50.00,False
-48.029076,5.359290,-58.657395,-0.449361,0.364156,0.815761,50.00,False
-48.136046,5.223310,-56.063330,-0.470755,0.336959,0.815382,50.00,False
-45.140259,11.754250,-58.457828,0.128403,0.974746,-0.182709,50.00,False
-45.780630,11.576480,-59.909662,0.000328,0.124119,-0.992267,50.00,False
-45.733702,11.979750,-57.314767,0.009714,0.122023,-0.992480,50.00,False
-45.733702,11.979750,-54.718810,0.009714,0.122023,-0.992480,50.00,False
-45.733702,11.979750,-52.122852,0.009714,0.122023,-0.992480,50.00,False
-45.703170,12.005374,-49.523284,0.015820,0.127148,-0.991758,50.00,False
-45.703170,11.591624,-46.927327,0.015820,0.127148,-0.991758,50.00,False
-45.732162,8.237839,-44.371354,0.010022,0.019759,-0.999755,50.00,False
-45.732162,8.237839,-41.775397,0.010022,0.019759,-0.999755,50.00,False
-45.431450,8.422813,-29.428203,0.070164,0.302722,0.950493,50.00,False
-45.098384,8.693530,-26.975448,0.136778,0.362602,0.921852,50.00,False
-44.357019,6.257007,-26.439941,0.285051,0.811720,0.509762,50.00,False
-44.638268,5.922898,-25.023212,0.228801,0.934141,0.273916,50.00,False
-44.570876,5.499313,-23.172247,0.242279,0.962131,0.124918,50.00,False
-44.505384,6.321923,-20.625227,0.255377,0.959962,0.115130,50.00,False
-41.132905,6.681116,-17.029460,0.929873,0.189875,0.315092,50.00,False
-44.558303,5.834095,-11.161179,0.244794,0.005946,0.969557,50.00,False
-46.488191,6.034005,-18.357594,-0.141184,0.045928,-0.988917,50.00,False
